t [s],U [V],i(e-),FE(H2),FE(CO),FE(HCOOH),FE(CH2O),FE(C2H4),FE(CH3CH2OH),FE(CH4),FE(CH3OH),FE(CH3COOH),x(*H),x(*H2O),x(*COOH),x(*CO),x(*CO2-),x(*CO2),x(*OCHO),x(*COH),x(*C),x(*CH),x(*CH2),x(*CH3),x(*CHO),x(**CH2O),x(*CHOH),x(**CH2OH),x(*CH2OH),x(*OCH3),x(*O),x(**OCCO),x(**(CO)2),x(**COHCO),x(*CCO),x(**COCOH),x(*CHCO),x(***CH2CO),x(**OCHCH2),x(**CH2OCH2),x(**CHCH2O),x(**CHOHCH2O),x(**COHCH2O),x(*COHCH2O),x(**COCH2O),x(**COCHOH),x(*COCHO),x(**COCHO),x(**OCHCH),x(**CHOCHOH),x(**CHOCH2OH),x(*OCHCH2),x(**CHOCHO),x(**OHCH2CH2),x(*OH),x(**CHOHCH2),x(*CH2CH2OH),x(**OHCHCH2),x(**CHCH2),x(*),d(i_rel)/dt,sum(FE),t_SS,d(FE(H2))/dt,d(FE(CO))/dt,d(FE(HCOOH))/dt,d(FE(CH2O))/dt,d(FE(C2H4))/dt,d(FE(CH3CH2OH))/dt,d(FE(CH4))/dt,d(FE(CH3OH))/dt,d(FE(CH3COOH))/dt,FE(*H),FE(*H2O),FE(*COOH),FE(*CO),FE(*CO2-),FE(*CO2),FE(*OCHO),FE(*COH),FE(*C),FE(*CH),FE(*CH2),FE(*CH3),FE(*CHO),FE(**CH2O),FE(*CHOH),FE(**CH2OH),FE(*CH2OH),FE(*OCH3),FE(*O),FE(**OCCO),FE(**(CO)2),FE(**COHCO),FE(*CCO),FE(**COCOH),FE(*CHCO),FE(***CH2CO),FE(**OCHCH2),FE(**CH2OCH2),FE(**CHCH2O),FE(**CHOHCH2O),FE(**COHCH2O),FE(*COHCH2O),FE(**COCH2O),FE(**COCHOH),FE(*COCHO),FE(**COCHO),FE(**OCHCH),FE(**CHOCHOH),FE(**CHOCH2OH),FE(*OCHCH2),FE(**CHOCHO),FE(**OHCH2CH2),FE(*OH),FE(**CHOHCH2),FE(*CH2CH2OH),FE(**OHCHCH2),FE(**CHCH2),FE(*),
2191.2,-1,0.194098182781153,0.1712542174373036,0.05883749162079857,0.0928412521021085,1.319574546313563e-10,4.677010976291265e-16,2.929953829910527e-10,0.6770638204545947,3.217952199849317e-06,2.715280870813534e-24,5.03423619841581e-05,3.163292438665445e-11,7.791911168145766e-16,4.970876091337771e-10,2.19259061509334e-20,4.121487982746121e-16,0.9999493276306034,8.90436943632517e-11,5.101959061293653e-16,1.400828830089167e-14,5.470254490668489e-14,1.816864037909152e-12,9.507602547962439e-09,1.15628192371096e-19,1.98419059132968e-13,8.899928731275146e-27,7.197067671185548e-17,9.181724454158009e-13,1.109202183240256e-44,1.846522858862591e-41,4.804070509991524e-32,3.66080355565716e-44,3.402458240740565e-20,2.183693692967067e-36,1.131136350133921e-13,2.535743342968578e-48,7.296110730085886e-26,3.599035849246529e-25,2.162865868464583e-33,1.196386555333414e-31,2.162865868464582e-33,4.475512740588026e-39,3.331297402038022e-33,3.97363788282603e-30,1.713365051778514e-16,1.235020018510396e-35,8.175040518119429e-33,6.439145483281688e-25,3.561805286113318e-23,4.623856397477854e-11,3.717301502976349e-18,2.788863099933723e-27,1.43348269968321e-34,6.438958308525575e-25,3.219479154262788e-25,1.955139894969028e-21,2.253370065732293e-32,3.198326898642769e-07,-1.010278091815914e-12,1.000000000005435,11.2,1.730476872907616e-13,5.943440184452697e-14,9.379580445667557e-14,1.333053255917489e-22,-1.440010411521398e-24,2.542391311470015e-22,6.839417920900814e-13,3.250615990030466e-18,-1.192140202730524e-28,-4.68074698165071e-17,0,-4.73951387123255e-18,1.086851475403052e-11,0,-0,0,-1.796039565601447e-17,0,0,7.709770416089299e-17,1.798946430420836e-16,-1.630269107028482e-11,0,-1.808420122925648e-17,4.786855489071024e-25,2.649557226412402e-29,9.803480041593329e-22,-4.251581743615972e-41,-6.643096474399956e-43,-4.69255760425026e-34,-1.264188998184085e-43,6.931640292458753e-25,3.038701132751566e-35,2.687938386922358e-18,3.959594055652592e-50,7.446821228549106e-31,-2.739060681765189e-30,2.006147960277237e-34,-4.171767224701243e-34,7.801686512189257e-35,-5.95221444106236e-40,-6.687159867590791e-35,-6.820903064942607e-33,-4.070326892481006e-19,-4.103307830307365e-37,-3.566485262715089e-34,-4.188498552937145e-26,4.112317286450267e-26,8.077818637807352e-26,7.180283233606535e-26,2.008644499961138e-30,-1.678456447071688e-34,2.99178468066939e-26,0,-5.08981509702381e-32,0,-0,
2201.2,-1,0.1940981827798445,0.1712542174384577,0.05883749162119529,0.09284125210273439,1.319574546322461e-10,4.677010832399158e-16,2.929953829926107e-10,0.6770638204591601,3.217952199871014e-06,2.714089762221059e-24,5.034236198415797e-05,3.163292438665445e-11,7.791911168145764e-16,4.970876091337777e-10,2.19259061509334e-20,4.12148798274612e-16,0.9999493276306034,8.904369436325181e-11,5.101959061293659e-16,1.400828830089169e-14,5.470254490668495e-14,1.816864037909154e-12,9.507602547962452e-09,1.156281923710961e-19,1.984190591329683e-13,8.899928731275155e-27,7.197067671185558e-17,9.181724454158021e-13,1.109202125765195e-44,1.846522858862595e-41,4.804070492101594e-32,3.660803555657168e-44,3.402468914042238e-20,2.183693684835186e-36,1.131139898455812e-13,2.535751297173652e-48,7.296110730085889e-26,3.599035662756809e-25,2.161917087000549e-33,1.195861738050904e-31,2.161917087000548e-33,4.473549473428361e-39,3.329836066283306e-33,3.971894772435793e-30,1.712613452233677e-16,1.234478253940612e-35,8.175040518119451e-33,6.439145483281708e-25,3.561805286113327e-23,4.623856397477857e-11,3.717301502976359e-18,2.788862955424382e-27,1.433482625405042e-34,6.438958308525579e-25,3.219479154262789e-25,1.955139894969029e-21,2.253370065732295e-32,3.198326898642769e-07,1.347595146434562e-12,0.9999999999919584,11.2,-2.307681823410235e-13,-7.929004675055751e-14,-1.251124204237897e-13,-1.77833491941244e-22,-1.44047630291126e-24,-4.365962670631449e-22,-9.124256905579386e-13,-4.336596931705204e-18,-1.19161318315301e-28,-1.110555566157547e-16,0,-4.739519998343706e-18,-1.608319786937883e-11,0,0,0,2.059786776588843e-17,6.274227226550621e-21,6.424808679987836e-17,-2.312931124795621e-16,1.798946430396594e-16,2.412507061026603e-11,-3.921392016594138e-22,-6.948263945861767e-17,-2.393427744503258e-25,1.188725733512224e-29,4.901740020718546e-22,-0,9.96464471146565e-43,9.010989447723097e-34,-5.416121324915529e-43,6.928932645285808e-25,-3.983762917682122e-34,2.687938377188137e-18,0,-8.987542861920908e-31,0,0,-1.411234755828396e-34,-7.801686512084122e-35,0,1.337431973500135e-34,-6.352801874125642e-33,-4.068527229558464e-19,-1.355723128477273e-37,0,6.282747829321053e-26,-5.461391979705256e-26,2.692606212566165e-26,-5.385212425132331e-26,0,-4.530964404103721e-33,0,-3.29096314869198e-26,3.469751234078343e-32,0,0,
2211.2,-1,0.1940981827798446,0.1712542174384576,0.05883749162119521,0.09284125210273431,1.31957454632246e-10,4.677010688542264e-16,2.929953829921936e-10,0.6770638204591592,3.217952199871011e-06,2.712899205990819e-24,5.034236198415799e-05,3.163292438665446e-11,7.791911168145764e-16,4.970876091337775e-10,2.19259061509334e-20,4.121487982746122e-16,0.9999493276306034,8.904369436325179e-11,5.101959061293659e-16,1.400828830089169e-14,5.470254490668494e-14,1.816864037909154e-12,9.50760254796245e-09,1.156281923710961e-19,1.984190591329682e-13,8.899928731275155e-27,7.197067671185559e-17,9.181724454158021e-13,1.109202068316789e-44,1.846522858862595e-41,4.804070474219948e-32,3.660803555657168e-44,3.402479587343871e-20,2.183693676707071e-36,1.13114344677769e-13,2.535759251378697e-48,7.296110730085895e-26,3.599035476353574e-25,2.160968745537046e-33,1.195337164154139e-31,2.160968745537044e-33,4.471587116740309e-39,3.328375408227864e-33,3.970152470418743e-30,1.711862201245602e-16,1.233936740615933e-35,8.175040518119451e-33,6.439145483281706e-25,3.561805286113327e-23,4.62385639747786e-11,3.717301502976357e-18,2.788862810982056e-27,1.433482551161322e-34,6.438958308525583e-25,3.219479154262792e-25,1.955139894969031e-21,2.253370065732296e-32,3.198326898642769e-07,-6.741479173447811e-13,0.9999999999987006,11.2,1.154049078522234e-13,3.96717381168088e-14,6.25888230132432e-14,8.897361463773504e-23,-1.438921063636617e-24,1.557994683743628e-22,4.565459121863569e-13,2.169717246039253e-18,-1.191108592474969e-28,9.453832114449339e-17,0,8.110103488861665e-18,-2.600351365921087e-12,0,0,0,2.056728090561556e-17,0,0,0,8.994732152043608e-17,3.900453913057859e-12,3.921392016620574e-22,-1.208811904673528e-16,7.18028323355818e-25,-2.721083715259066e-30,4.901740020751591e-22,-0,9.964644711532827e-43,5.971168040818208e-34,2.887741843753127e-43,6.930461725958104e-25,6.400166408003817e-35,2.687938367018219e-18,0,6.93324735067144e-31,-1.826040454497828e-30,0,-1.601175870865371e-34,-3.120674604854687e-34,-8.928321661533413e-40,2.674863947018303e-34,-5.483471091387521e-33,-4.066728328705669e-19,3.868939386664479e-38,0,2.094249276454469e-26,-3.06797222414967e-26,4.846691182651771e-25,-1.795070808389545e-26,1.004322249973805e-30,-3.107332120963691e-33,2.991784680649242e-26,0,6.165613233161806e-33,-6.277014062336284e-32,-0,
2221.2,-1,0.1940981827804989,0.1712542174378806,0.05883749162099684,0.09284125210242135,1.319574546318011e-10,4.677010544730507e-16,2.929953829907889e-10,0.6770638204568763,3.217952199860162e-06,2.711709153781816e-24,5.034236198415805e-05,3.163292438665445e-11,7.791911168145764e-16,4.970876091337772e-10,2.192590615093339e-20,4.12148798274612e-16,0.9999493276306034,8.904369436325176e-11,5.101959061293656e-16,1.400828830089168e-14,5.47025449066849e-14,1.816864037909152e-12,9.507602547962442e-09,1.15628192371096e-19,1.98419059132968e-13,8.899928731275146e-27,7.197067671185551e-17,9.181724454158013e-13,1.109202010892703e-44,1.846522858862593e-41,4.804070456345867e-32,3.660803555657163e-44,3.402490260645465e-20,2.183693668582394e-36,1.131146995099555e-13,2.535767205583712e-48,7.296110730085895e-26,3.599035290029252e-25,2.160020805560588e-33,1.194812812339432e-31,2.160020805560586e-33,4.4696255908298e-39,3.326915368552309e-33,3.968410906017537e-30,1.711111268304931e-16,1.233395456544738e-35,8.175040518119436e-33,6.439145483281695e-25,3.561805286113319e-23,4.623856397477859e-11,3.717301502976352e-18,2.788862666600881e-27,1.433482476949032e-34,6.43895830852558e-25,3.21947915426279e-25,1.955139894969031e-21,2.253370065732295e-32,3.198326898642769e-07,8.579856406108848e-17,0.9999999999986995,11.2,-2.775557561562892e-18,-7.632783294297952e-18,-8.326672684688674e-18,-1.033975765691285e-26,-1.438568945710811e-24,-4.171058238798642e-23,-8.881784197001253e-17,-2.964615315390051e-22,-1.190556230239891e-28,9.45383211444933e-17,-0,8.110103488861657e-18,-2.601996116943173e-12,-0,-0,0,1.297560536257598e-18,-3.137113613296457e-21,6.424808680031143e-17,-7.709770416037371e-17,8.9947321520436e-17,3.902998137589252e-12,0,-1.208811718943534e-16,4.786855489038783e-25,-2.721083715259064e-30,4.901740020751587e-22,-0,-6.643096474355212e-43,-7.733593238200291e-34,-1.26419394766814e-43,6.92991922075182e-25,-3.657655969021467e-34,2.687938357076497e-18,-7.919188111251846e-50,-2.567869389137568e-31,-9.130202272489134e-31,-2.006147960263725e-34,-1.632007278774429e-34,0,-2.976107220511135e-40,0,-5.817829084764804e-33,-4.064930262071646e-19,-1.390267230153059e-37,0,-2.094249276454467e-26,-5.461399968669058e-26,3.500388076359609e-25,-3.590141616779086e-26,3.012966749921414e-30,6.96385688893689e-33,-2.991784680649239e-26,0,6.165592825569431e-33,0,-0,
2231.2,-1,0.1940981827791906,0.1712542174390346,0.05883749162139352,0.09284125210304718,1.319574546326907e-10,4.677010401032329e-16,2.929953829923474e-10,0.6770638204614413,3.217952199881857e-06,2.710519650134446e-24,5.034236198415796e-05,3.163292438665445e-11,7.791911168145764e-16,4.970876091337778e-10,2.19259061509334e-20,4.121487982746121e-16,0.9999493276306034,8.904369436325187e-11,5.101959061293664e-16,1.40082883008917e-14,5.470254490668497e-14,1.816864037909155e-12,9.507602547962455e-09,1.156281923710961e-19,1.984190591329683e-13,8.899928731275156e-27,7.197067671185562e-17,9.181724454158025e-13,1.109201953495087e-44,1.846522858862596e-41,4.804070438480041e-32,3.660803555657172e-44,3.402500933947016e-20,2.18369366046147e-36,1.131150543421406e-13,2.535775159788696e-48,7.2961107300859e-26,3.599035103790816e-25,2.159073302520856e-33,1.19428870221573e-31,2.159073302520856e-33,4.467664969051125e-39,3.325456001857083e-33,3.966670144360672e-30,1.710360681493957e-16,1.232854421969182e-35,8.175040518119463e-33,6.439145483281713e-25,3.561805286113331e-23,4.623856397477862e-11,3.717301502976362e-18,2.788862522286258e-27,1.43348240277095e-34,6.438958308525586e-25,3.219479154262794e-25,1.955139894969031e-21,2.253370065732297e-32,3.198326898642768e-07,3.370882584353396e-13,0.9999999999953282,11.2,-5.770939282001563e-14,-1.983690989248999e-14,-3.129579928540238e-14,-4.448939225828175e-23,-1.438117569361604e-24,-1.404707776479895e-22,-2.28295160553671e-13,-1.084922150490671e-18,-1.190052209002905e-28,-2.110823509599616e-17,0,-4.739513871184651e-18,-9.343830556450275e-12,0,0,-6.424808680009485e-18,-1.79651013265509e-17,3.137113613285882e-21,6.424808680009485e-17,0,8.99473215201328e-17,1.401594254258083e-11,-7.842784033214704e-22,-1.208811334076278e-16,-2.393427744511323e-25,4.110389938268539e-29,9.803480041494253e-22,-8.503163487146009e-41,-9.964644711499229e-43,-8.953873949036875e-34,2.887746298286703e-43,6.928704875294341e-25,3.18515696338487e-34,2.687938347208331e-18,-1.187878216683773e-49,-1.900223347955395e-30,1.826040454491671e-30,-1.003073980128481e-34,-3.528495891746611e-34,7.801686512110411e-35,-1.785664332300662e-39,-1.337431973504642e-34,-5.750957486069961e-33,-4.06313295664812e-19,-5.243794632979355e-37,0,0,4.112317857046349e-26,-1.077042485030095e-25,-5.385212425150477e-26,0,5.702582648865047e-33,8.975354041917463e-26,-6.581926297406139e-26,3.469747492698101e-32,6.27701406231512e-32,0,
2241.2,-1,0.1940981827798449,0.1712542174384576,0.05883749162119514,0.09284125210273421,1.319574546322457e-10,4.677010257349991e-16,2.92995382990943e-10,0.677063820459158,3.217952199871007e-06,2.709330668992498e-24,5.034236198415804e-05,3.163292438665445e-11,7.791911168145764e-16,4.970876091337774e-10,2.19259061509334e-20,4.12148798274612e-16,0.9999493276306034,8.904369436325176e-11,5.101959061293656e-16,1.400828830089168e-14,5.470254490668492e-14,1.816864037909153e-12,9.507602547962445e-09,1.15628192371096e-19,1.984190591329681e-13,8.899928731275151e-27,7.197067671185556e-17,9.181724454158015e-13,1.109201896122683e-44,1.846522858862593e-41,4.804070420622042e-32,3.660803555657165e-44,3.40251160724853e-20,2.183693652344104e-36,1.131154091743244e-13,2.535783113993652e-48,7.296110730085897e-26,3.599034917634188e-25,2.158126215706365e-33,1.1937648223265e-31,2.158126215706365e-33,4.465705208547019e-39,3.323997276241862e-33,3.964930147396802e-30,1.709610424405602e-16,1.232313625062781e-35,8.175040518119444e-33,6.439145483281699e-25,3.561805286113323e-23,4.623856397477862e-11,3.717301502976355e-18,2.788862378035029e-27,1.433482328625452e-34,6.438958308525586e-25,3.219479154262793e-25,1.955139894969031e-21,2.253370065732296e-32,3.198326898642769e-07,-6.740764185436689e-13,1.00000000000207,11.2,1.15407683409785e-13,3.966757478046645e-14,6.258327189812008e-14,8.89606899406639e-23,-1.436981777291028e-24,1.558563370414758e-22,4.565015032653719e-13,2.16950548780244e-18,-1.189503647370285e-28,1.20237555865023e-16,-0,-1.758913123132219e-17,4.139015947098331e-12,-0,-0,-1.284961736010559e-17,-3.727011422724221e-17,-3.137113613307028e-21,6.424808680052794e-17,7.709770416063352e-17,-8.994732152073911e-17,-6.208712703027508e-12,-3.921392016633785e-22,-6.948273347316198e-17,4.786855489054914e-25,-2.72108893961188e-30,-2.412673780242661e-33,-4.251581743601663e-41,0,-5.820099717367015e-34,-9.568068500238455e-43,6.930327169625462e-25,1.106535796707615e-34,2.687938337041018e-18,-3.959594055639266e-50,-4.442414043222964e-30,1.82604045450398e-30,1.003073980135243e-34,-2.012319981487673e-34,0,1.488053610260582e-39,6.687159867568287e-35,-7.623362249027846e-33,-4.061336479702863e-19,2.067331622826309e-37,-7.132970525406172e-34,-2.094249276461525e-26,-6.745479034584007e-27,5.115951803927439e-25,-3.590141616791185e-26,1.004322249977189e-30,4.528690318106513e-33,-5.983569361318642e-26,-9.872889446175759e-26,3.469746812468411e-32,0,0,
2251.2,-1,0.1940981827811534,0.1712542174373034,0.0588374916207984,0.09284125210210832,1.319574546313559e-10,4.677010113712711e-16,2.92995382988551e-10,0.6770638204545929,3.21795219984931e-06,2.7081421912498e-24,5.034236198415812e-05,3.163292438665445e-11,7.791911168145764e-16,4.970876091337767e-10,2.19259061509334e-20,4.12148798274612e-16,0.9999493276306034,8.904369436325162e-11,5.101959061293649e-16,1.400828830089166e-14,5.470254490668483e-14,1.81686403790915e-12,9.507602547962432e-09,1.156281923710958e-19,1.984190591329678e-13,8.899928731275135e-27,7.197067671185543e-17,9.181724454158005e-13,1.109201838774571e-44,1.846522858862588e-41,4.804070402771599e-32,3.660803555657153e-44,3.402522280550005e-20,2.183693644230172e-36,1.13115764006507e-13,2.53579106819858e-48,7.296110730085889e-26,3.599034731556375e-25,2.157179529883459e-33,1.193241164245265e-31,2.157179529883458e-33,4.463746277795221e-39,3.322539168243405e-33,3.96319088713851e-30,1.708860484972158e-16,1.23177305712695e-35,8.175040518119415e-33,6.439145483281678e-25,3.561805286113311e-23,4.623856397477857e-11,3.717301502976342e-18,2.788862233844871e-27,1.433482254511346e-34,6.438958308525579e-25,3.219479154262788e-25,1.955139894969029e-21,2.253370065732295e-32,3.198326898642768e-07,3.371025581971524e-13,0.9999999999986982,11.2,-5.770106614733095e-14,-1.983829767127077e-14,-3.129718706418316e-14,-4.44945621371102e-23,-1.436823383882021e-24,-1.404397583750187e-22,-2.283284672444097e-13,-1.085049205432759e-18,-1.188981141948218e-28,-2.110823509606725e-17,0,8.110103488861648e-18,-2.604463243476302e-12,-0,0,0,2.058375075357537e-17,3.137113613296453e-21,6.424808680031136e-17,-1.541954083207472e-16,2.698419645613077e-16,3.906737377123339e-12,0,-1.808420773925812e-17,2.393427744519389e-25,-2.721080232363296e-30,-2.412673780234525e-33,-0,0,1.331317105809206e-34,-1.26419048302334e-43,6.92847393826396e-25,1.252020140939982e-34,2.687938327256396e-18,-3.959594055625918e-50,-2.567869389137565e-31,1.826040454497825e-30,1.003073980131862e-34,-2.301653086456324e-34,1.56033730242734e-34,2.976107220511132e-40,-1.337431973509149e-34,-6.219058676817542e-33,-4.059540791884536e-19,1.48645926710172e-37,-3.566485262691063e-34,4.18849855290893e-26,-6.745410558044224e-27,-2.692606212584312e-26,-3.590141616779082e-26,-2.008644499947607e-30,5.848435031293994e-34,0,0,-5.089817818001838e-32,3.138507031168136e-32,0,
2261.2,-1,0.1940981827791903,0.1712542174390348,0.05883749162139364,0.09284125210304731,1.31957454632691e-10,4.677009970220468e-16,2.929953829910985e-10,0.6770638204614425,3.217952199881865e-06,2.706954261350692e-24,5.034236198415793e-05,3.163292438665446e-11,7.791911168145766e-16,4.97087609133778e-10,2.19259061509334e-20,4.121487982746122e-16,0.9999493276306034,8.904369436325188e-11,5.101959061293664e-16,1.40082883008917e-14,5.470254490668498e-14,1.816864037909156e-12,9.50760254796246e-09,1.156281923710962e-19,1.984190591329684e-13,8.899928731275162e-27,7.197067671185564e-17,9.181724454158031e-13,1.109201781452892e-44,1.846522858862599e-41,4.804070384929427e-32,3.660803555657175e-44,3.402532953851439e-20,2.183693636120001e-36,1.131161188386882e-13,2.535799022403474e-48,7.296110730085897e-26,3.599034545564338e-25,2.156233280410802e-33,1.192717747530625e-31,2.156233280410801e-33,4.461788249961688e-39,3.321081732321973e-33,3.961452428547076e-30,1.708110891203816e-16,1.231232738351874e-35,8.175040518119466e-33,6.439145483281718e-25,3.561805286113333e-23,4.623856397477862e-11,3.717301502976366e-18,2.78886208972118e-27,1.433482180431404e-34,6.438958308525585e-25,3.219479154262793e-25,1.955139894969031e-21,2.253370065732298e-32,3.198326898642769e-07,6.741479173493245e-13,0.9999999999919561,11.2,-1.154243367551544e-13,-3.967312589558958e-14,-6.25888230132432e-14,-8.897878451656349e-23,-1.43637279639372e-24,-2.391999536350218e-22,-4.565126054956181e-13,-2.169717246039253e-18,-1.188477742697619e-28,-1.496044086956815e-16,-0,-1.758913123114432e-17,-1.608813212244503e-11,-0,-0,-1.284961735997565e-17,2.062374895498597e-17,3.137113613275304e-21,1.284961735997565e-16,-2.312931124795616e-16,0,2.413262618703827e-11,-3.92139201659413e-22,3.331435667197928e-17,-2.393427744503253e-25,-2.721057593522484e-30,-1.470522006225212e-21,-0,9.96464471146563e-43,1.071346052645858e-33,2.887755702312849e-43,6.930857177797294e-25,3.621780059349221e-34,2.687938316972673e-18,-1.58383762223969e-49,-1.283934694560127e-31,0,2.006147960250198e-34,-5.110493515081356e-34,-7.801686512084107e-35,-1.488053610245534e-39,6.687159867500662e-35,-5.483471091350543e-33,-4.057745864337329e-19,2.89160703333784e-37,3.56648526266702e-34,-2.094249276440347e-26,-5.461386273328825e-26,-4.308169940105855e-25,5.385212425132319e-26,0,8.133939122179728e-33,0,3.290963148691973e-26,6.165613233120229e-33,0,0,
2271.2,-1,0.1940981827798449,0.1712542174384575,0.05883749162119511,0.09284125210273417,1.319574546322457e-10,4.677009826726316e-16,2.929953829896942e-10,0.6770638204591577,3.217952199871006e-06,2.705766837709657e-24,5.034236198415801e-05,3.163292438665445e-11,7.791911168145761e-16,4.970876091337774e-10,2.192590615093339e-20,4.121487982746121e-16,0.9999493276306034,8.904369436325176e-11,5.101959061293656e-16,1.400828830089168e-14,5.47025449066849e-14,1.816864037909153e-12,9.507602547962445e-09,1.15628192371096e-19,1.984190591329681e-13,8.899928731275151e-27,7.197067671185556e-17,9.181724454158015e-13,1.109201724155643e-44,1.846522858862593e-41,4.804070367094818e-32,3.660803555657163e-44,3.402543627152836e-20,2.183693628013266e-36,1.131164736708681e-13,2.535806976608342e-48,7.296110730085897e-26,3.599034359651565e-25,2.155287434228757e-33,1.192194553895684e-31,2.155287434228756e-33,4.459831056637728e-39,3.319624917558323e-33,3.959714710885013e-30,1.707361616911622e-16,1.230692649860138e-35,8.17504051811944e-33,6.439145483281699e-25,3.561805286113322e-23,4.62385639747786e-11,3.717301502976353e-18,2.788861945658911e-27,1.433482106383032e-34,6.438958308525585e-25,3.219479154262793e-25,1.955139894969031e-21,2.253370065732296e-32,3.198326898642769e-07,-1.011393473145291e-12,1.000000000002071,11.2,1.731392806902932e-13,5.952391357588737e-14,9.38985000864534e-14,1.335017809872302e-22,-1.434922426315665e-24,2.547406093933618e-22,6.849631972727366e-13,3.25552878112454e-18,-1.187929899108009e-28,1.973352600256568e-16,-0,-4.739519998391632e-18,4.142305449142524e-12,0,-0,0,2.054610538702453e-17,-3.137113613307033e-21,0,7.709770416063362e-17,-8.994732152073925e-17,-6.213801152972641e-12,3.921392016633791e-22,3.331418626026081e-17,2.39342774452746e-25,-2.721094163955531e-30,-4.901740020816365e-22,-0,-6.643096474377608e-43,5.142103774399258e-34,7.039670210959268e-43,6.931870202341409e-25,-2.929904750265731e-34,2.68793830689875e-18,1.187878216691781e-49,-2.824656328060848e-31,-9.130202272519913e-31,-1.003073980135244e-34,2.328861296411353e-35,-1.560337302432603e-34,0,0,-6.887774663595345e-33,-4.055951764183729e-19,-3.203566843803858e-37,-3.566485262703091e-34,6.282747829384584e-26,-3.067977359898788e-26,5.923733667705464e-25,0,3.012966749931571e-30,1.577030576940064e-32,5.98356936131865e-26,0,6.165586023059428e-33,-1.255402812471488e-31,-0,
2281.2,-1,0.1940981827798456,0.1712542174384572,0.05883749162119484,0.09284125210273386,1.319574546322451e-10,4.677009683310951e-16,2.929953829892771e-10,0.6770638204591548,3.217952199870992e-06,2.704579935723208e-24,5.034236198415812e-05,3.163292438665445e-11,7.791911168145764e-16,4.970876091337767e-10,2.19259061509334e-20,4.121487982746121e-16,0.9999493276306034,8.904369436325165e-11,5.101959061293652e-16,1.400828830089166e-14,5.470254490668483e-14,1.816864037909151e-12,9.507602547962434e-09,1.156281923710958e-19,1.984190591329678e-13,8.899928731275135e-27,7.197067671185546e-17,9.181724454158007e-13,1.109201666883566e-44,1.846522858862589e-41,4.804070349268045e-32,3.660803555657156e-44,3.402554300454193e-20,2.183693619910094e-36,1.131168285030467e-13,2.535814930813181e-48,7.296110730085888e-26,3.599034173820464e-25,2.154342003565116e-33,1.191671590104228e-31,2.154342003565114e-33,4.457874723125712e-39,3.31816874278599e-33,3.957977756617342e-30,1.7066126717821e-16,1.230152798633944e-35,8.175040518119418e-33,6.439145483281682e-25,3.561805286113312e-23,4.623856397477856e-11,3.717301502976343e-18,2.788861801659927e-27,1.43348203236719e-34,6.438958308525577e-25,3.219479154262788e-25,1.955139894969029e-21,2.253370065732295e-32,3.198326898642769e-07,3.372884550859525e-13,0.9999999999986975,11.2,-5.773159728050814e-14,-1.985286934846897e-14,-3.131384040955254e-14,-4.452816634949517e-23,-1.434941526610333e-24,-1.404242487385334e-22,-2.284838984678572e-13,-1.085938590027376e-18,-1.18742364103568e-28,3.029023434418183e-17,0,3.380934127257369e-17,-2.605285618987344e-12,0,0,0,2.058375075357536e-17,3.137113613296452e-21,0,7.709770416037358e-17,0,3.908009489241984e-12,0,-1.808420122913465e-17,-2.393427744519387e-25,-2.721080232363295e-30,-2.412673780234524e-33,-8.503163487174659e-41,3.321548237177601e-43,1.308317347561255e-34,2.887746298296433e-43,6.928705132104624e-25,6.117005749403706e-34,2.687938297280253e-18,1.187878216687775e-49,-1.925902041853173e-30,1.826040454497824e-30,1.003073980131861e-34,-4.287888976203042e-34,3.900843256068349e-34,-1.190442888204452e-39,-2.674863947018296e-34,-6.018443880791166e-33,-4.054158428619203e-19,-6.888625320047371e-37,1.069945578807318e-33,-4.188498552908928e-26,4.112315574509637e-26,-2.692606212584311e-26,0,-1.004322249973803e-30,-1.360413303402665e-32,0,0,6.165586023038633e-33,0,-0,
