t [s],U [V],i(e-),FE(H2),FE(CO),FE(HCOOH),FE(CH2O),FE(C2H4),FE(CH3CH2OH),FE(CH4),FE(CH3OH),FE(CH3COOH),x(*H),x(*H2O),x(*COOH),x(*CO),x(*CO2-),x(*CO2),x(*OCHO),x(*COH),x(*C),x(*CH),x(*CH2),x(*CH3),x(*CHO),x(**CH2O),x(*CHOH),x(**CH2OH),x(*CH2OH),x(*OCH3),x(*O),x(**OCCO),x(**(CO)2),x(**COHCO),x(*CCO),x(**COCOH),x(*CHCO),x(***CH2CO),x(**OCHCH2),x(**CH2OCH2),x(**CHCH2O),x(**CHOHCH2O),x(**COHCH2O),x(*COHCH2O),x(**COCH2O),x(**COCHOH),x(*COCHO),x(**COCHO),x(**OCHCH),x(**CHOCHOH),x(**CHOCH2OH),x(*OCHCH2),x(**CHOCHO),x(**OHCH2CH2),x(*OH),x(**CHOHCH2),x(*CH2CH2OH),x(**OHCHCH2),x(**CHCH2),x(*),d(i_rel)/dt,sum(FE),t_SS,d(FE(H2))/dt,d(FE(CO))/dt,d(FE(HCOOH))/dt,d(FE(CH2O))/dt,d(FE(C2H4))/dt,d(FE(CH3CH2OH))/dt,d(FE(CH4))/dt,d(FE(CH3OH))/dt,d(FE(CH3COOH))/dt,FE(*H),FE(*H2O),FE(*COOH),FE(*CO),FE(*CO2-),FE(*CO2),FE(*OCHO),FE(*COH),FE(*C),FE(*CH),FE(*CH2),FE(*CH3),FE(*CHO),FE(**CH2O),FE(*CHOH),FE(**CH2OH),FE(*CH2OH),FE(*OCH3),FE(*O),FE(**OCCO),FE(**(CO)2),FE(**COHCO),FE(*CCO),FE(**COCOH),FE(*CHCO),FE(***CH2CO),FE(**OCHCH2),FE(**CH2OCH2),FE(**CHCH2O),FE(**CHOHCH2O),FE(**COHCH2O),FE(*COHCH2O),FE(**COCH2O),FE(**COCHOH),FE(*COCHO),FE(**COCHO),FE(**OCHCH),FE(**CHOCHOH),FE(**CHOCH2OH),FE(*OCHCH2),FE(**CHOCHO),FE(**OHCH2CH2),FE(*OH),FE(**CHOHCH2),FE(*CH2CH2OH),FE(**OHCHCH2),FE(**CHCH2),FE(*),
1261.2,-1,0.1940981827798459,0.1712542174384571,0.05883749162119471,0.0928412521027337,1.319574546322448e-10,4.67702464317603e-16,2.929953830326546e-10,0.6770638204591533,3.217952199870984e-06,2.82838742398066e-24,5.034236198415816e-05,3.163292438665446e-11,7.791911168145764e-16,4.970876091337765e-10,2.19259061509334e-20,4.121487982746121e-16,0.9999493276306034,8.904369436325162e-11,5.101959061293647e-16,1.400828830089165e-14,5.470254490668482e-14,1.81686403790915e-12,9.507602547962429e-09,1.156281923710958e-19,1.984190591329677e-13,8.899928731275135e-27,7.197067671185543e-17,9.181724454157999e-13,1.109207641018007e-44,1.846522858862587e-41,4.804072208803626e-32,3.660803555657151e-44,3.401465623508993e-20,2.183694465163325e-36,1.130806356139492e-13,2.535003601765425e-48,7.296110730085894e-26,3.599053558135113e-25,2.252961263726718e-33,1.246222710760651e-31,2.252961263726718e-33,4.661942743133789e-39,3.470064470559661e-33,4.13916200565846e-30,1.784736237492096e-16,1.28646547239412e-35,8.175040518119412e-33,6.439145483281677e-25,3.56180528611331e-23,4.623856397477856e-11,3.71730150297634e-18,2.788876822404956e-27,1.433489753068194e-34,6.438958308525577e-25,3.219479154262788e-25,1.95513989496903e-21,2.253370065732296e-32,3.198326898642769e-07,-3.37102558196016e-13,1.00000000000207,11.2,5.769829058976939e-14,1.983829767127077e-14,3.129718706418316e-14,4.44945621371102e-23,-1.500833727099144e-24,5.525049503971379e-23,2.283062627839172e-13,1.085049205432759e-18,-1.242216935029539e-28,1.330871732251286e-16,0,-4.739513871216599e-18,4.139015947098331e-12,0,-0,-6.424808680052793e-18,-3.726540855650671e-17,0,0,1.54195408321267e-16,-2.698419645622174e-16,-6.208712703321613e-12,-7.84278403326757e-22,-6.94827336646362e-17,2.393427744527457e-25,2.64955583324518e-29,9.803480041560337e-22,1.275474523080499e-40,-3.321548237188799e-43,-3.08908232629435e-34,7.03967466550257e-43,6.930221886980507e-25,-2.073459746461993e-34,2.687939338006455e-18,7.919188111278532e-50,-2.054295511316977e-30,1.82604045450398e-30,-2.006147960270486e-34,-2.141492600917214e-34,1.5603373024326e-34,-2.083275054364815e-39,-1.337431973513657e-34,-6.887774663595336e-33,-4.241224388765615e-19,6.603237895531333e-37,-7.132970525406172e-34,4.188498552923049e-26,-7.854831137040771e-26,4.577430561408761e-25,-3.590141616791185e-26,-2.008644499954378e-30,-3.964289100251459e-33,5.983569361318642e-26,0,6.322934002251261e-32,0,-0,
1271.2,-1,0.1940981827791906,0.1712542174390346,0.05883749162139352,0.09284125210304718,1.319574546326907e-10,4.677024493228624e-16,2.929953830332093e-10,0.6770638204614411,3.217952199881859e-06,2.827146332098427e-24,5.034236198415797e-05,3.163292438665446e-11,7.791911168145764e-16,4.970876091337778e-10,2.19259061509334e-20,4.121487982746121e-16,0.9999493276306034,8.904369436325184e-11,5.101959061293662e-16,1.40082883008917e-14,5.470254490668497e-14,1.816864037909154e-12,9.507602547962455e-09,1.156281923710961e-19,1.984190591329683e-13,8.899928731275156e-27,7.197067671185561e-17,9.181724454158025e-13,1.109207581131083e-44,1.846522858862596e-41,4.804072190162982e-32,3.660803555657172e-44,3.401476296814435e-20,2.183694456690208e-36,1.130809904462637e-13,2.535011555973309e-48,7.2961107300859e-26,3.599053363819601e-25,2.251972667916542e-33,1.245675870222271e-31,2.25197266791654e-33,4.659897090091569e-39,3.468541811802997e-33,4.13734574797027e-30,1.783953098076819e-16,1.285900973398204e-35,8.17504051811946e-33,6.439145483281713e-25,3.56180528611333e-23,4.62385639747786e-11,3.717301502976362e-18,2.788876671831475e-27,1.433489675673043e-34,6.438958308525582e-25,3.219479154262792e-25,1.955139894969032e-21,2.253370065732297e-32,3.198326898642769e-07,3.376459491028744e-13,0.9999999999986919,11.2,-5.774825062587751e-14,-1.98806249240846e-14,-3.134853487907208e-14,-4.459537477426511e-23,-1.500457667244863e-24,-1.424611809969452e-22,-2.28828067605491e-13,-1.087378546037708e-18,-1.241644474118215e-28,-2.01002878136938e-16,-0,8.110103488861605e-18,-2.615976500630903e-12,-0,-0,-6.424808680031101e-18,-1.792510312506171e-17,6.274227226592872e-21,6.4248086800311e-17,-3.083908166414928e-16,1.798946430408708e-16,3.924469852021248e-12,3.921392016620545e-22,8.471284487692601e-17,-7.180283233558127e-25,-1.732938122952333e-29,-4.901740020799808e-22,-8.503163487174616e-41,3.321548237177584e-43,5.117350953511192e-34,2.887757682129328e-43,6.930914184544419e-25,-5.885973734561705e-34,2.687939327482263e-18,0,-1.027147755655021e-30,-1.826040454497814e-30,-1.003073980131856e-34,-1.274550016626049e-34,7.801686512136659e-35,2.083275054357781e-39,-1.337431973509141e-34,-3.87855272317651e-33,-4.239349164863241e-19,-3.064858989408501e-37,7.132970525382088e-34,-4.188498552908907e-26,-6.745302136892202e-27,-5.115951803910165e-25,1.795070808389531e-26,5.02161124986899e-30,1.223463597113385e-32,2.991784680649219e-26,0,6.165603029365576e-33,-3.138507031168119e-32,0,
1281.2,-1,0.1940981827798455,0.1712542174384572,0.05883749162119487,0.0928412521027339,1.319574546322451e-10,4.677024343315514e-16,2.929953830317857e-10,0.677063820459155,3.217952199870993e-06,2.825905785391986e-24,5.03423619841581e-05,3.163292438665445e-11,7.791911168145764e-16,4.970876091337768e-10,2.192590615093339e-20,4.121487982746121e-16,0.9999493276306034,8.904369436325165e-11,5.10195906129365e-16,1.400828830089166e-14,5.470254490668484e-14,1.81686403790915e-12,9.507602547962435e-09,1.156281923710958e-19,1.984190591329678e-13,8.899928731275139e-27,7.197067671185546e-17,9.181724454158007e-13,1.109207521270464e-44,1.846522858862589e-41,4.80407217153048e-32,3.660803555657156e-44,3.401486970119837e-20,2.183694448220789e-36,1.130813452785768e-13,2.535019510181164e-48,7.296110730085894e-26,3.599053169589444e-25,2.250984506383129e-33,1.245129269903542e-31,2.250984506383128e-33,4.657852335677055e-39,3.467019821929724e-33,4.135530288139511e-30,1.783170302684106e-16,1.28533672237906e-35,8.175040518119422e-33,6.439145483281684e-25,3.561805286113314e-23,4.623856397477856e-11,3.717301502976346e-18,2.788876521324133e-27,1.433489598311887e-34,6.438958308525577e-25,3.219479154262788e-25,1.95513989496903e-21,2.253370065732295e-32,3.198326898642769e-07,-3.376459491017343e-13,1.000000000002069,11.2,5.775380174100065e-14,1.98806249240846e-14,3.134853487907208e-14,4.459020489543665e-23,-1.499474056303666e-24,5.547279982933742e-23,2.28783658684506e-13,1.087505600979796e-18,-1.241091882233418e-28,1.330871732251286e-16,-0,8.110103488888988e-18,4.139015947098331e-12,-0,-0,-6.424808680052793e-18,-3.726540855650671e-17,-3.137113613307028e-21,0,7.709770416063352e-17,8.994732152073911e-17,-6.208712703321613e-12,0,-1.808425771409038e-17,2.393427744527457e-25,1.188723469641996e-29,-4.901740020816358e-22,-4.251581743601663e-41,0,-2.377735831480137e-34,-5.416132213853941e-43,6.929535238705849e-25,-5.245661608847861e-34,2.687939317222532e-18,7.919188111278532e-50,-1.977259429642591e-30,0,-3.009221940405729e-34,-2.105226396065205e-34,2.3405059536489e-34,1.190442888208466e-39,-2.006147960270486e-34,-6.887774663595336e-33,-4.23747477552599e-19,6.219001195453333e-37,3.566485262703086e-34,-2.094249276461525e-26,4.112308726871797e-26,5.115951803927439e-25,-3.590141616791185e-26,1.004322249977189e-30,2.842895300824479e-33,2.991784680659321e-26,-6.581926297450506e-26,6.165579220528629e-33,3.138507031178716e-32,-0,
1291.2,-1,0.1940981827791911,0.1712542174390344,0.0588374916213933,0.0928412521030469,1.319574546326902e-10,4.677024193500246e-16,2.929953830323391e-10,0.6770638204614384,3.217952199881845e-06,2.824665787298685e-24,5.034236198415804e-05,3.163292438665445e-11,7.791911168145764e-16,4.970876091337773e-10,2.19259061509334e-20,4.121487982746122e-16,0.9999493276306034,8.904369436325176e-11,5.101959061293656e-16,1.400828830089168e-14,5.470254490668492e-14,1.816864037909153e-12,9.507602547962445e-09,1.156281923710961e-19,1.984190591329681e-13,8.899928731275149e-27,7.197067671185553e-17,9.181724454158015e-13,1.109207306858497e-44,1.846522858862593e-41,4.804072152906249e-32,3.660803555657163e-44,3.401497643425196e-20,2.183694439755132e-36,1.130817001108886e-13,2.535027464388988e-48,7.296110730085895e-26,3.599052975445183e-25,2.249996781834125e-33,1.244582911302192e-31,2.249996781834125e-33,4.655808485493043e-39,3.465498505110219e-33,4.133715631140691e-30,1.782387853458859e-16,1.284772720882782e-35,8.175040518119441e-33,6.439145483281699e-25,3.561805286113322e-23,4.623856397477857e-11,3.717301502976354e-18,2.788876370883351e-27,1.433489520984944e-34,6.43895830852558e-25,3.219479154262789e-25,1.955139894969031e-21,2.253370065732296e-32,3.198326898642769e-07,3.37431452692721e-13,0.9999999999986942,11.2,-5.773992395319283e-14,-1.9865359357496e-14,-3.132771819736036e-14,-4.455401574363745e-23,-1.499131108885882e-24,-1.42368123178033e-22,-2.28606023000566e-13,-1.086573864737816e-18,-1.240546706441094e-28,-1.110555566165028e-16,0,-4.739513871200606e-18,-2.611864623075689e-12,0,0,0,1.339911573578152e-18,6.274227226592885e-21,0,0,8.994732152043561e-17,3.918147839103688e-12,7.842784033241106e-22,3.33143375247818e-17,-2.393427744519381e-25,-1.732938645386701e-29,-9.803480041575511e-22,4.251581743587317e-41,0,5.316983622858947e-34,7.039688029108754e-43,6.929590105491748e-25,2.076664376194225e-34,2.68793930678193e-18,7.919188111251811e-50,-1.027147755655023e-30,9.130202272489093e-31,1.003073980131858e-34,-3.596457638508819e-34,2.340505953641003e-34,-2.976107220511122e-40,0,-5.884700683440234e-33,-4.235601209554051e-19,9.361982999379273e-37,3.566485262691052e-34,2.094249276454458e-26,-6.745330668774318e-27,-2.961866833842733e-25,-1.795070808389535e-26,0,-7.556271608835236e-34,2.991784680649226e-26,6.581926297428296e-26,6.165603029365589e-33,9.415521093504376e-32,-0,
1301.2,-1,0.1940981827818063,0.171254217436727,0.05883749162060058,0.09284125210179602,1.319574546309123e-10,4.677024043672858e-16,2.929953830279574e-10,0.6770638204523165,3.217952199838488e-06,2.823426340856728e-24,5.034236198415803e-05,3.163292438665445e-11,7.791911168145763e-16,4.970876091337775e-10,2.19259061509334e-20,4.12148798274612e-16,0.9999493276306034,8.904369436325177e-11,5.101959061293657e-16,1.400828830089169e-14,5.470254490668494e-14,1.816864037909153e-12,9.507602547962445e-09,1.156281923710961e-19,1.984190591329682e-13,8.899928731275151e-27,7.197067671185557e-17,9.181724454158017e-13,1.109207401628793e-44,1.846522858862594e-41,4.804072134290297e-32,3.660803555657167e-44,3.401508316730514e-20,2.183694431293237e-36,1.13082054943199e-13,2.53503541859678e-48,7.296110730085899e-26,3.5990527813873e-25,2.249009496742698e-33,1.244036795786253e-31,2.249009496742696e-33,4.653765544657135e-39,3.463977865153717e-33,4.131901781517536e-30,1.781605752360267e-16,1.284208970321576e-35,8.175040518119448e-33,6.439145483281702e-25,3.561805286113325e-23,4.623856397477859e-11,3.717301502976356e-18,2.788876220509504e-27,1.433489443692407e-34,6.438958308525582e-25,3.219479154262791e-25,1.955139894969031e-21,2.253370065732296e-32,3.198326898642769e-07,-3.371311577173685e-13,1.000000000002066,11.2,5.771771949270033e-14,1.98431548970035e-14,3.129996262174473e-14,4.450490189476712e-23,-1.498152674844375e-24,5.534355285862601e-23,2.283395694746559e-13,1.08521861202221e-18,-1.23999809330125e-28,-2.110823509613838e-17,0,8.110103488888964e-18,4.131614567498898e-12,-0,-0,-6.424808680052774e-18,1.309324713486377e-18,3.137113613307019e-21,1.284961736010555e-16,-1.541954083212666e-16,2.698419645622165e-16,-6.197340790193274e-12,-7.842784033267547e-22,-1.208811588745135e-16,7.18028323358235e-25,2.649557226403478e-29,4.90174002076809e-22,-2.76126959108091e-32,-3.321548237188789e-43,-1.159111508026562e-34,2.88774629830616e-43,6.930378270226285e-25,-1.751507124584598e-34,2.687939296278543e-18,-7.919188111278509e-50,-1.900223347968198e-30,2.739060681755962e-30,0,8.533519780852617e-36,-3.900843256081489e-34,0,3.343579933784133e-34,-7.355875854325092e-33,-4.233728472138271e-19,3.240768184060358e-37,7.132970525406151e-34,-2.094249276461519e-26,1.718887259358397e-26,1.884824348815367e-25,-1.795070808395587e-26,0,7.14599533110931e-33,-2.991784680659312e-26,6.581926297450486e-26,6.165592825590189e-33,0,0,
1311.2,-1,0.1940981827804989,0.1712542174378806,0.05883749162099684,0.09284125210242135,1.319574546318011e-10,4.677023894004319e-16,2.929953830294966e-10,0.6770638204568763,3.217952199860162e-06,2.822187426894924e-24,5.034236198415806e-05,3.163292438665445e-11,7.791911168145764e-16,4.970876091337772e-10,2.192590615093339e-20,4.121487982746121e-16,0.9999493276306034,8.904369436325172e-11,5.101959061293655e-16,1.400828830089168e-14,5.47025449066849e-14,1.816864037909152e-12,9.507602547962442e-09,1.15628192371096e-19,1.98419059132968e-13,8.899928731275146e-27,7.197067671185553e-17,9.181724454158013e-13,1.109207341846959e-44,1.846522858862592e-41,4.804072115682333e-32,3.660803555657163e-44,3.401518990035792e-20,2.183694422834974e-36,1.13082409775508e-13,2.535043372804543e-48,7.296110730085899e-26,3.599052587412778e-25,2.248022635754623e-33,1.243490914862553e-31,2.248022635754623e-33,4.651723481397588e-39,3.462457878411275e-33,4.130088711061125e-30,1.780823987225122e-16,1.283645461928012e-35,8.175040518119437e-33,6.439145483281693e-25,3.561805286113319e-23,4.623856397477857e-11,3.717301502976351e-18,2.788876070200252e-27,1.43348936643307e-34,6.43895830852558e-25,3.219479154262789e-25,1.955139894969031e-21,2.253370065732295e-32,3.198326898642769e-07,1.347337750737838e-12,0.9999999999885931,11.2,-2.307404267654078e-13,-7.927200562640734e-14,-1.250888281845164e-13,-1.777869630317879e-22,-1.498273883322463e-24,-4.381730801058241e-22,-9.121925437227673e-13,-4.335665195463224e-18,-1.239446441956666e-28,-8.258617735921563e-18,0,3.380934127223204e-17,-2.281516380266273e-11,-0,0,-6.424808679966211e-18,2.057904508235145e-17,0,6.42480867996621e-17,-1.54195408319189e-16,1.798946430390539e-16,3.422278821590298e-11,-7.842784033161878e-22,-1.20881165191534e-16,4.786855488990404e-25,1.188724340349917e-29,9.80348004142822e-22,-8.503163487088735e-41,0,6.820707667481604e-35,-1.26419295775685e-43,6.93049750486821e-25,1.102247013608903e-34,2.687939285812554e-18,3.959594055585905e-50,-1.925902041833712e-30,2.739060681719058e-30,-1.003073980121725e-34,-3.83779144845582e-34,3.120674604823145e-34,-1.785664332288634e-39,-2.00614796024345e-34,-7.289004255551203e-33,-4.231856567867967e-19,-3.41455158778407e-37,-3.566485262655023e-34,2.094249276433302e-26,-3.067970512205734e-26,2.423345591301392e-25,-8.975354041857007e-26,2.008644499927309e-30,1.228231899083356e-32,0,0,6.16558602297633e-33,0,0,
1321.2,-1,0.1940981827811532,0.1712542174373034,0.05883749162079848,0.0928412521021084,1.319574546313561e-10,4.677023744356582e-16,2.92995383028075e-10,0.6770638204545936,3.217952199849314e-06,2.820949076264538e-24,5.03423619841581e-05,3.163292438665445e-11,7.791911168145764e-16,4.970876091337769e-10,2.192590615093339e-20,4.12148798274612e-16,0.9999493276306034,8.904369436325168e-11,5.101959061293652e-16,1.400828830089167e-14,5.470254490668486e-14,1.816864037909151e-12,9.507602547962435e-09,1.156281923710959e-19,1.984190591329679e-13,8.899928731275141e-27,7.197067671185548e-17,9.181724454158009e-13,1.109207282092308e-44,1.846522858862589e-41,4.804072097082829e-32,3.660803555657157e-44,3.401529663341027e-20,2.183694414380556e-36,1.130827646078156e-13,2.535051327012274e-48,7.296110730085889e-26,3.599052393526456e-25,2.247036223512755e-33,1.242945282162258e-31,2.247036223512754e-33,4.64968234670666e-39,3.460938582838404e-33,4.12827646504554e-30,1.780042577574832e-16,1.28308220977343e-35,8.175040518119427e-33,6.439145483281686e-25,3.561805286113315e-23,4.623856397477854e-11,3.717301502976347e-18,2.788875919959347e-27,1.433489289208863e-34,6.438958308525575e-25,3.219479154262788e-25,1.955139894969029e-21,2.253370065732295e-32,3.198326898642769e-07,-6.735616271547673e-13,0.9999999999953282,11.2,1.153577233736769e-13,3.96266353064334e-14,6.253331186201194e-14,8.887538693999436e-23,-1.496685383699903e-24,1.539279722384615e-22,4.559796984437981e-13,2.167387905434304e-18,-1.238913961803817e-28,-4.68074698160341e-17,0,-4.739513871184651e-18,-9.343830556450275e-12,0,-0,-6.424808680009485e-18,1.318736054913433e-18,0,-6.424808680009485e-17,7.709770416011383e-17,8.99473215201328e-17,1.401590399372875e-11,-3.921392016607352e-22,-1.808417614595095e-17,-2.393427744511323e-25,1.188724862792289e-29,4.901740020735063e-22,-4.251581743573004e-41,-3.32154823716641e-43,-3.563638024783251e-34,-1.264188503222052e-43,6.930647554082863e-25,6.180004624763925e-34,2.687939275401764e-18,3.959594055612576e-50,-4.416735349301729e-30,9.130202272458356e-31,2.006147960256963e-34,-8.644152315135505e-35,-3.120674604844165e-34,1.785664332300662e-39,2.006147960256963e-34,-6.553416670172746e-33,-4.229985467788182e-19,5.457968063311845e-38,-1.069945578803714e-33,4.188498552894816e-26,-6.745376319762973e-27,0,-1.795070808383492e-26,1.004322249970419e-30,3.237509431663709e-33,-2.991784680639154e-26,6.581926297406139e-26,6.322935702841338e-32,9.415521093472679e-32,0,
1331.2,-1,0.1940981827791906,0.1712542174390346,0.05883749162139352,0.09284125210304718,1.319574546326907e-10,4.677023594838069e-16,2.929953830306042e-10,0.6770638204614413,3.217952199881859e-06,2.819711273197682e-24,5.034236198415797e-05,3.163292438665445e-11,7.791911168145763e-16,4.970876091337777e-10,2.192590615093339e-20,4.121487982746121e-16,0.9999493276306034,8.904369436325187e-11,5.101959061293662e-16,1.40082883008917e-14,5.470254490668498e-14,1.816864037909155e-12,9.507602547962455e-09,1.156281923710961e-19,1.984190591329683e-13,8.899928731275161e-27,7.197067671185563e-17,9.181724454158025e-13,1.10920722236408e-44,1.846522858862597e-41,4.804072078491573e-32,3.660803555657171e-44,3.401540336646221e-20,2.183694405929887e-36,1.130831194401219e-13,2.535059281219975e-48,7.296110730085897e-26,3.599052199725868e-25,2.246050247404123e-33,1.242399890708518e-31,2.246050247404122e-33,4.647642114484938e-39,3.459419959008305e-33,4.126465020298113e-30,1.77926151341774e-16,1.282519206655685e-35,8.17504051811946e-33,6.439145483281713e-25,3.561805286113331e-23,4.62385639747786e-11,3.717301502976362e-18,2.788875769784872e-27,1.433489212018804e-34,6.43895830852558e-25,3.21947915426279e-25,1.955139894969031e-21,2.253370065732297e-32,3.198326898642769e-07,3.370882584342033e-13,0.999999999991957,11.2,-5.771494393513877e-14,-1.983621600309959e-14,-3.12944115066216e-14,-4.449197719769598e-23,-1.496477370939958e-24,-1.421664979037232e-22,-2.282729560931784e-13,-1.084837447195945e-18,-1.238350630385899e-28,-1.110555566157546e-16,0,-4.739513871168675e-18,-1.608566499591193e-11,0,0,-6.424808679987828e-18,1.330500231835269e-18,6.274227226550613e-21,0,0,8.99473215198296e-17,2.412884839865215e-11,-1.17641760497824e-21,-6.948262011972142e-17,0,1.188725733512223e-29,-2.41267378021826e-33,-0,9.964644711465638e-43,5.891018091578824e-34,-1.264183553725221e-43,6.930830129573067e-25,4.565252815644073e-34,2.687939264964746e-18,0,-1.283934694560128e-31,1.826040454485516e-30,1.0030739801251e-34,-1.928956879851411e-34,-1.560337302416823e-34,-5.952214440982142e-40,1.337431973500134e-34,-6.352801874125635e-33,-4.228115218493751e-19,-8.679072681757086e-37,-3.566485262667023e-34,4.188498552880697e-26,-3.067962523289069e-26,-8.077818637698487e-26,-8.975354041887207e-26,-5.021611249835169e-30,-8.57074935152527e-33,0,-3.290963148691976e-26,6.165613233120234e-33,0,-0,
1341.2,-1,0.1940981827804985,0.1712542174378809,0.05883749162099704,0.09284125210242158,1.319574546318014e-10,4.677023445300985e-16,2.929953830281965e-10,0.6770638204568785,3.217952199860173e-06,2.8184739686232e-24,5.034236198415801e-05,3.163292438665445e-11,7.791911168145763e-16,4.970876091337776e-10,2.19259061509334e-20,4.12148798274612e-16,0.9999493276306034,8.904369436325181e-11,5.101959061293659e-16,1.400828830089169e-14,5.470254490668495e-14,1.816864037909154e-12,9.50760254796245e-09,1.156281923710961e-19,1.984190591329683e-13,8.899928731275151e-27,7.197067671185558e-17,9.181724454158021e-13,1.109207162659907e-44,1.846522858862595e-41,4.804072059907783e-32,3.660803555657167e-44,3.401551009951377e-20,2.183694397482613e-36,1.130834742724269e-13,2.535067235427646e-48,7.2961107300859e-26,3.599052006003331e-25,2.245064668409072e-33,1.241854718917658e-31,2.24506466840907e-33,4.645602703990963e-39,3.457901946821979e-33,4.124654305131556e-30,1.778480763843507e-16,1.281956430294128e-35,8.175040518119451e-33,6.439145483281706e-25,3.561805286113326e-23,4.623856397477862e-11,3.717301502976357e-18,2.788875619670883e-27,1.433489134859832e-34,6.438958308525583e-25,3.219479154262792e-25,1.955139894969032e-21,2.253370065732298e-32,3.198326898642769e-07,-1.011164676974464e-12,1.00000000000207,11.2,1.731198517873622e-13,5.950379078356604e-14,9.387768340474168e-14,1.334526671383599e-22,-1.495185137891115e-24,2.529259819245736e-22,6.847744593585503e-13,3.254469989940473e-18,-1.237803066856349e-28,1.073879385049174e-16,0,2.095972391258209e-17,4.139015947098331e-12,0,-0,-6.424808680052793e-18,-3.727011422724221e-17,0,0,-7.709770416063352e-17,1.798946430414782e-16,-6.208712703321613e-12,0,-6.94827336646362e-17,-2.393427744527457e-25,-1.732941605853949e-29,-4.901740020816358e-22,-4.251581743601663e-41,-6.643096474377599e-43,-2.071697422233949e-35,2.887738874067314e-43,6.930343603989553e-25,-1.512820668260216e-34,2.687939254646625e-18,-7.919188111278532e-50,5.649312656121688e-31,-9.130202272519901e-31,2.006147960270486e-34,-4.544969582086947e-34,-7.801686512163001e-35,1.488053610260582e-39,2.006147960270486e-34,-6.553416670216921e-33,-4.226245796170085e-19,-2.207633820365164e-37,3.566485262703086e-34,-2.094249276461525e-26,-6.745479034584007e-27,5.654473046446116e-25,-3.590141616791185e-26,2.008644499954378e-30,8.240101458526257e-33,5.983569361318642e-26,0,-5.089817818018996e-32,0,-0,
1351.2,-1,0.1940981827798447,0.1712542174384576,0.05883749162119519,0.09284125210273428,1.319574546322459e-10,4.677023295882726e-16,2.929953830287503e-10,0.6770638204591589,3.21795219987101e-06,2.817237256295735e-24,5.034236198415802e-05,3.163292438665445e-11,7.791911168145766e-16,4.970876091337775e-10,2.19259061509334e-20,4.121487982746121e-16,0.9999493276306034,8.904369436325179e-11,5.101959061293657e-16,1.400828830089169e-14,5.470254490668494e-14,1.816864037909153e-12,9.507602547962449e-09,1.156281923710961e-19,1.984190591329682e-13,8.899928731275152e-27,7.197067671185557e-17,9.181724454158021e-13,1.109207102984311e-44,1.846522858862594e-41,4.804072041332891e-32,3.660803555657167e-44,3.401561683256489e-20,2.183694389039382e-36,1.130838291047304e-13,2.535075189635285e-48,7.296110730085903e-26,3.599051812373516e-25,2.244079561147627e-33,1.241309808065655e-31,2.244079561147626e-33,4.643564269632309e-39,3.456384661210963e-33,4.122844456638499e-30,1.777700387964143e-16,1.281393923297607e-35,8.175040518119448e-33,6.439145483281703e-25,3.561805286113325e-23,4.623856397477862e-11,3.717301502976357e-18,2.788875469628741e-27,1.433489057737791e-34,6.438958308525589e-25,3.219479154262794e-25,1.955139894969032e-21,2.253370065732298e-32,3.198326898642769e-07,6.738333226167054e-13,0.9999999999953311,11.2,-1.153771522766078e-13,-3.964745198814512e-14,-6.255967965884678e-14,-8.892191584945048e-23,-1.495370835748204e-24,-2.407715967988725e-22,-4.562794586604469e-13,-2.16857375156046e-18,-1.237304574481369e-28,3.02902343440798e-17,0,3.380934127245985e-17,-9.33889630338405e-12,-0,0,-6.424808680009501e-18,1.292854865517759e-18,0,6.424808680009501e-17,0,1.79894643040266e-16,1.400834841754467e-11,-3.921392016607361e-22,-2.236781291556233e-16,1.196713872255665e-24,-2.721083715249898e-30,-2.412673780226402e-33,-4.251581743573014e-41,3.321548237166418e-43,1.091755107038301e-34,2.887742338692655e-43,6.929886180809003e-25,-5.366561713063628e-34,2.68793924428402e-18,-3.959594055612585e-50,4.878951839344945e-31,0,-1.003073980128484e-34,-3.361338152967256e-34,7.801686512110431e-35,-2.97610722050111e-40,6.687159867523226e-35,-6.419673472822296e-33,-4.224377126707247e-19,-2.565829582246314e-37,0,-2.094249276447413e-26,-6.745433383527192e-27,2.423345591317721e-25,-3.590141616766993e-26,0,-9.107894189037197e-33,2.991784680639161e-26,0,6.165579220487084e-33,0,0,
